newspaper_id	time_str	original_title	n_original_body_lines	hash	time_ut	original_lang	url
adaderanasinhalalk	2024-02-17 11:40:00	ඇලෙක්සි නවල්නිගේ මරණය ගැන අමෙරිකාවෙන් චෝදනාවක්	5	9363d02e	1708150200.0	si	http://sinhala.adaderana.lk/news/193501
tamilmirrorlk	2024-02-17 11:33:01	முன்னாள் அமைச்சர் காமினி ஜயவிக்ரம பெரேரா காலமானர்	2	19381855	1708149781.0	ta	https://www.tamilmirror.lk/செய்திகள்/முன்னாள்-அமைச்சர்-காமினி-ஜயவிக்ரம-பெரேரா-காலமானர்/175-333341
tamilmirrorlk	2024-02-17 11:27:10	யாழ். சிறைச்சாலையில் அமைச்சர் ஜீவன் தொண்டமான்	9	3d6253e5	1708149430.0	ta	https://www.tamilmirror.lk/யாழ்ப்பாணம்/யாழ்-சிறைச்சாலையில்-அமைச்சர்-ஜீவன்-தொண்டமான்/71-333340
tamilmirrorlk	2024-02-17 11:19:11	விபத்தில் ஒருவர் உயிரிழப்பு - மூவர் காயம்	4	3c70e00f	1708148951.0	ta	https://www.tamilmirror.lk/மட்டக்களப்பு/விபத்தில்-ஒருவர்-உயிரிழப்பு-மூவர்-காயம்/73-333339
virakesarilk	2024-02-17 11:13:00	கடல் அலையில் அள்ளுண்டு செல்லப்பட்ட மாணவனின் சடலம் மீட்பு	4	6f289030	1708148580.0	ta	https://www.virakesari.lk/article/176599
tamilmirrorlk	2024-02-17 11:11:45	நுவரெலியாவில் கோவா விலை எகிறியது.	4	b156e01f	1708148505.0	ta	https://www.tamilmirror.lk/செய்திகள்/நுவரெலியாவில்-கோவா-விலை-எகிறியது/175-333338
adaderanalk	2024-02-17 11:08:00	Three Indian fishermen arrested in Sri Lanka sentenced to prison, 20 others released	7	088f64a2	1708148280.0	en	https://www.adaderana.lk/news/97344/three-indian-fishermen-arrested-in-sri-lanka-sentenced-to-prison-20-others-released
dailymirrorlk	2024-02-17 11:02:00	Gamini Jayawickrama Perera passes away	1	d2546ea3	1708147920.0	en	https://www.dailymirror.lk/breaking-news/Gamini-Jayawickrama-Perera-passes-away/108-277237
adalk	2024-02-17 10:59:25	නැගෙනහිර පළාත් සභා හිටපු සභාපතිනියෙන් මෝටර් රථයේ ගැටී පුද්ගලයෙක් මරුට	9	151f041a	1708147765.0	si	https://www.ada.lk/breaking_news/නැගෙනහිර-පළාත්-සභා-හිටපු-සභාපතිනියෙන්-මෝටර්-රථයේ-ගැටී-පුද්ගලයෙක්-මරුට/11-408133
adaderanasinhalalk	2024-02-17 10:56:00	දස හැවිරිදි දැරියගේ ඝාතනයට සැකපිට අයෙකු අත්අඩංගුවට	5	b69f60d6	1708147560.0	si	http://sinhala.adaderana.lk/news/193500
dailymirrorlk	2024-02-17 10:46:00	Income of the Dehiwala Zoo on the rise	4	6e060bdf	1708146960.0	en	https://www.dailymirror.lk/breaking-news/Income-of-the-Dehiwala-Zoo-on-the-rise/108-277229
adaderanalk	2024-02-17 10:37:00	Biden says ‘Putin and his thugs’ caused opposition leader Navalny’s death	19	d2dd8597	1708146420.0	en	https://www.adaderana.lk/news/97343/biden-says-putin-and-his-thugs-caused-opposition-leader-navalnys-death-
adaderanasinhalalk	2024-02-17 10:33:00	සුපිරි වෙළෙඳසලක අනතුරකින් තිදෙනෙකු ජීවිතක්ෂයට	5	2d123dfe	1708146180.0	si	http://sinhala.adaderana.lk/news/193499
virakesarilk	2024-02-17 10:25:00	முல்லைத்தீவுக் கடற்பரப்பிற்குள் இந்திய இழுவைப்படகு வருகை அதிகரிப்பு ; கைதுசெய்து கரைக்குகொண்டுவந்தால் வழக்குத்தொடரலாம் ; நீரியல் வளத் திணைக்களம்	7	2620c291	1708145700.0	ta	https://www.virakesari.lk/article/176595
adaderanasinhalalk	2024-02-17 10:25:00	යුක්තියෙන් ඇල්ලූ වාහන ගැන නියෝගයක්	4	ff5dd5be	1708145700.0	si	http://sinhala.adaderana.lk/news/193498
dailymirrorlk	2024-02-17 10:23:00	Scores of SJBers from provincial and local level to join UNP: Range Bandara	4	1af50385	1708145580.0	en	https://www.dailymirror.lk/breaking-news/Scores-of-SJBers-from-provincial-and-local-level-to-join-UNP-Range-Bandara/108-277230
adaderanasinhalalk	2024-02-17 10:13:00	ගාමිණී ජයවික්‍රම පෙරේරා අභාවප්‍රාප්ත වෙයි	0	f7c4bbf4	1708144980.0	si	http://sinhala.adaderana.lk/news/193497
virakesarilk	2024-02-17 10:09:00	இலங்கை வருகிறார் அமெரிக்க இராஜதந்திர துணைச் செயலாளர் எலிசபெத் எம். அலன்	10	2af6e07c	1708144740.0	ta	https://www.virakesari.lk/article/176593
adaderanalk	2024-02-17 10:08:00	Former Minister Gamini Jayawickrama Perera passes away	5	b7ec4042	1708144680.0	en	https://www.adaderana.lk/news/97342/former-minister-gamini-jayawickrama-perera-passes-away
virakesarilk	2024-02-17 09:53:00	செம்மலை தொடக்கம் கொக்கிளாய் வரை இல்மனைட் அகழ்வதற்கு அனுமதிக்க முடியாது ; சாள்ஸ் எம்.பி கடும் எதிர்ப்பு	5	6cd01be1	1708143780.0	ta	https://www.virakesari.lk/article/176590
adaderanasinhalalk	2024-02-17 09:45:00	රවිචන්ද්‍රන් අශ්වින් තරගාවලියෙන් ඉවත් වෙයි	9	5b94a9c5	1708143300.0	si	http://sinhala.adaderana.lk/news/193496
adaderanasinhalalk	2024-02-17 09:42:00	අමෙරිකානු නියෝජ්‍ය රාජ්‍ය ලේකම්වරයෙක් දිවයිනට	5	b2721a4c	1708143120.0	si	http://sinhala.adaderana.lk/news/193495
adaderanalk	2024-02-17 09:38:00	Sri Lanka to host 37th session of Asia Pacific Regional Conference next week	10	b4d7cd87	1708142880.0	en	https://www.adaderana.lk/news/97341/sri-lanka-to-host-37th-session-of-asia-pacific-regional-conference-next-week
dailymirrorlk	2024-02-17 09:35:00	CBK stirs the pot for executive presidency abolition, faces uphill task	6	e52b59c9	1708142700.0	en	https://www.dailymirror.lk/breaking-news/CBK-stirs-the-pot-for-executive-presidency-abolition-faces-uphill-task/108-277227
virakesarilk	2024-02-17 09:32:00	பெலியத்த துப்பாக்கிச் சூடு : 3 சந்தேக நபர்களை கைதுசெய்ய பொதுமக்களின் உதவியை நாடும் பொலிஸார்	4	f2229cb5	1708142520.0	ta	https://www.virakesari.lk/article/176588
adaderanasinhalalk	2024-02-17 09:28:00	රුසියානු විපක්ෂ නායකගේ මරණයෙන් රුසියාව උණුසුම් වෙයි	4	351397a5	1708142280.0	si	http://sinhala.adaderana.lk/news/193494
dailymirrorlk	2024-02-17 09:12:00	Lower vegetable prices recorded	3	8a22e2e8	1708141320.0	en	https://www.dailymirror.lk/breaking-news/Lower-vegetable-prices-recorded/108-277236
dailymirrorlk	2024-02-17 09:02:00	US Under Secretary Elizabeth Allen travels to Jordan, Sri Lanka, India	5	fb38996b	1708140720.0	en	https://www.dailymirror.lk/breaking-news/US-Under-Secretary-Elizabeth-Allen-travels-to-Jordan-Sri-Lanka-India/108-277235
adaderanalk	2024-02-17 09:00:00	U.S. Under Secretary for Public Diplomacy to visit Sri Lanka	8	0b0b6c52	1708140600.0	en	https://www.adaderana.lk/news/97340/us-under-secretary-for-public-diplomacy-to-visit-sri-lanka
adaderanasinhalalk	2024-02-17 08:46:00	යුක්‍රේනය සහ ප්‍රංශය අතර ගිවිසුමක්	5	321d58bc	1708139760.0	si	http://sinhala.adaderana.lk/news/193493
adaderanalk	2024-02-17 08:45:00	Water supply suspended for 16 hours in parts of Colombo today	3	79e932e4	1708139700.0	en	https://www.adaderana.lk/news/97339/water-supply-suspended-for-16-hours-in-parts-of-colombo-today
adaderanalk	2024-02-17 08:45:00	Parts of Colombo to experience 16-hour water cut today	3	87949ab8	1708139700.0	en	https://www.adaderana.lk/news/97339/parts-of-colombo-to-experience-16-hour-water-cut-today
dailymirrorlk	2024-02-17 08:37:00	Trump ordered to pay $355 million in NY civil fraud trial ruling	43	1fa9db99	1708139220.0	en	https://www.dailymirror.lk/breaking-news/Trump-ordered-to-pay-355-million-in-NY-civil-fraud-trial-ruling/108-277232
tamilmirrorlk	2024-02-17 08:33:10	இன்றைய வானிலை தொடர்பில் வெளியான தகவல்	4	d2c01a4c	1708138990.0	ta	https://www.tamilmirror.lk/செய்திகள்/இன்றைய-வானிலை-தொடர்பில்-வெளியான-தகவல்/175-333337
adaderanasinhalalk	2024-02-17 08:33:00	දඹුලු පුරයේ ක්‍රිකට් වසන්තය ඇරඹෙයි	3	d81b2b67	1708138980.0	si	http://sinhala.adaderana.lk/news/193492
tamilmirrorlk	2024-02-17 08:29:35	பொது கழிப்பறை கட்டணம்; வெளியான அறிவிப்பு	5	5d6028b7	1708138775.0	ta	https://www.tamilmirror.lk/செய்திகள்/பொது-கழிப்பறை-கட்டணம்-வெளியான-அறிவிப்பு/175-333336
economynextcom	2024-02-17 08:29:00	Sri Lanka’s HNB group profits up 3-pct in Dec, amid lower provisions	8	1eaca4fd	1708138740.0	en	https://economynext.com/sri-lankas-hnb-group-profits-up-3-pct-in-dec-amid-lower-provisions-151231/
adaderanasinhalalk	2024-02-17 08:13:00	ට්‍රම්ප්ට මිලියන 354ක වන්දියක් ගෙවන ලෙස නියෝගයක්	2	f4f2cf4d	1708137780.0	si	http://sinhala.adaderana.lk/news/193491
dailymirrorlk	2024-02-17 08:12:00	470 wild elephant deaths reported in 2023	5	49be9489	1708137720.0	en	https://www.dailymirror.lk/breaking-news/470-wild-elephant-deaths-reported-in-2023/108-277226
dailymirrorlk	2024-02-17 08:01:00	President assures support for Israeli security	6	afd0517f	1708137060.0	en	https://www.dailymirror.lk/breaking-news/President-assures-support-for-Israeli-security/108-277228
adaderanasinhalalk	2024-02-17 07:59:00	ශිරාන් බාෂික්ගේ ගෝලයෙකු අත්අඩංගුවට	9	ff1da59a	1708136940.0	si	http://sinhala.adaderana.lk/news/193490
adaderanasinhalalk	2024-02-17 07:57:00	කොළඹ ප්‍රදේශ කිහිපයක ජලය කැපෙයි	3	cb32e039	1708136820.0	si	http://sinhala.adaderana.lk/news/193489
adaderanasinhalalk	2024-02-17 07:35:00	අධ්‍යාපනයේ ගැටලු ගැන විශේෂ සාකච්ඡාවක්	6	a18aa4fa	1708135500.0	si	http://sinhala.adaderana.lk/news/193488
adaderanasinhalalk	2024-02-17 07:23:00	පොදුවැසිකිළි ගාස්තු ගැන දැනුම්දීමක්	5	ce80877c	1708134780.0	si	http://sinhala.adaderana.lk/news/193487
adaderanalk	2024-02-17 07:10:00	Afternoon thundershowers likely in some areas today	8	91746712	1708134000.0	en	https://www.adaderana.lk/news/97338/afternoon-thundershowers-likely-in-some-areas-today
adaderanasinhalalk	2024-02-17 07:08:00	රටවල් 35ක නියෝජිතයන් දිවයිනට	7	e3f4d685	1708133880.0	si	http://sinhala.adaderana.lk/news/193486
adaderanalk	2024-02-17 07:05:00	Trump ordered to pay $354mn in New York civil fraud case	28	8e94774e	1708133700.0	en	https://www.adaderana.lk/news/97337/trump-ordered-to-pay-354mn-in-new-york-civil-fraud-case
dailymirrorlk	2024-02-17 07:05:00	Sri Lanka busts oil spill using satellite surveillance for first time	7	aad6fb9a	1708133700.0	en	https://www.dailymirror.lk/breaking-news/Sri-Lanka-busts-oil-spill-using-satellite-surveillance-for-first-time/108-277225
dailymirrorlk	2024-02-17 07:05:00	Sri Lanka busts oil spill using satellite surveillance for first time	7	e85fd4a4	1708133700.0	en	https://www.dailymirror.lk/top-story/Sri-Lanka-busts-oil-spill-using-satellite-surveillance-for-first-time/155-277225
dailymirrorlk	2024-02-17 07:00:00	Sri Lanka unchanged for Afghan T20I opener	10	8293a12c	1708133400.0	en	https://www.dailymirror.lk/breaking-news/Sri-Lanka-unchanged-for-Afghan-T20I-opener/108-277205
islandlk	2024-02-17 06:42:00	SLT-MOBITEL Nebula Institute of Technology receives dual honours at Pearson BTEC Higher Education Forum 2023	14	efc60e97	1708132320.0	en	http://island.lk/slt-mobitel-nebula-institute-of-technology-receives-dual-honours-at-pearson-btec-higher-education-forum-2023/
virakesarilk	2024-02-17 06:41:00	தேர்தல்களிற்கு முன்னதாக புவிசார் அரசியல்ரீதியில் கவனத்தை  மீண்டும் பெற்றுள்ள இலங்கை குறித்து அமெரிக்கா கவனம் செலுத்தவேண்டும் - வோசிங்டன் டைம்ஸிற்கு சிறிசேன கருத்து	10	0c638418	1708132260.0	ta	https://www.virakesari.lk/article/176586
adaderanasinhalalk	2024-02-17 06:32:00	සිහින් වැසි වාර කිහිපයක්	4	34d75a43	1708131720.0	si	http://sinhala.adaderana.lk/news/193485
dailyftlk	2024-02-17 05:38:11	India-Sri Lanka officials discuss collaboration	4	31ec814a	1708128491.0	en	https://www.ft.lk/news/India-Sri-Lanka-officials-discuss-collaboration/56-758590
dailyftlk	2024-02-17 05:37:16	Vistas of opportunity for Sri Lankan children with “Suhuru” classrooms	18	51321ea5	1708128436.0	en	https://www.ft.lk/news/Vistas-of-opportunity-for-Sri-Lankan-children-with-Suhuru-classrooms/56-758589
dailyftlk	2024-02-17 05:35:58	Japan provides Yen 1.2 b grant to power 3 hospitals with renewable energy	6	0c8bed71	1708128358.0	en	https://www.ft.lk/news/Japan-provides-Yen-1-2-b-grant-to-power-3-hospitals-with-renewable-energy/56-758588
dailyftlk	2024-02-17 05:33:53	106th Lithuanian National Day celebrations in Sri Lanka	12	2c509e67	1708128233.0	en	https://www.ft.lk/news/106th-Lithuanian-National-Day-celebrations-in-Sri-Lanka/56-758587
dailyftlk	2024-02-17 05:32:59	Iranian naval ships arrive in Colombo	6	26caff3c	1708128179.0	en	https://www.ft.lk/news/Iranian-naval-ships-arrive-in-Colombo/56-758586
dailyftlk	2024-02-17 05:28:48	Waning hegemony	40	f4056eee	1708127928.0	en	https://www.ft.lk/columns/Waning-hegemony/4-758585
dailyftlk	2024-02-17 05:22:13	NPP deserves fairness from critics	17	8aad0bd4	1708127533.0	en	https://www.ft.lk/columns/NPP-deserves-fairness-from-critics/4-758584
dailyftlk	2024-02-17 05:15:56	Sri Lanka conducts “Ceylon-Persia” tourism awareness program in Iran	7	3d7b1ca6	1708127156.0	en	https://www.ft.lk/business/Sri-Lanka-conducts-Ceylon-Persia-tourism-awareness-program-in-Iran/34-758581
dailyftlk	2024-02-17 05:12:59	Sithara awarded with ‘Merit’ at National Quality Awards	7	1c892902	1708126979.0	en	https://www.ft.lk/business/Sithara-awarded-with-Merit-at-National-Quality-Awards/34-758580
dailyftlk	2024-02-17 05:11:25	“Best of Sri Lanka” product promotion at LuLu Hypermarket in Dubai	5	0a000ac2	1708126885.0	en	https://www.ft.lk/business/Best-of-Sri-Lanka-product-promotion-at-LuLu-Hypermarket-in-Dubai/34-758579
dailyftlk	2024-02-17 05:08:47	President discusses hostages and Gaza conflict with Israeli Transport Minister	6	4942dd60	1708126727.0	en	https://www.ft.lk/news/President-discusses-hostages-and-Gaza-conflict-with-Israeli-Transport-Minister/56-758578
dailyftlk	2024-02-17 05:07:45	Two more SLFP members switch to SJB	5	359a0f02	1708126665.0	en	https://www.ft.lk/news/Two-more-SLFP-members-switch-to-SJB/56-758577
dbsjeyarajcom	2024-02-17 03:33:00	Memories of Interacting with Upali Wijewardene as a Journalist.	28	665b4fb4	1708120980.0	en	https://dbsjeyaraj.com/dbsj/?p=83632
tamilmirrorlk	2024-02-17 02:35:54	திருட்டில் ஈடுபட்ட இருவர் கைது	4	b6b5770d	1708117554.0	ta	https://www.tamilmirror.lk/செய்திகள்/திருட்டில்-ஈடுபட்ட-இருவர்-கைது/175-333335
tamilmirrorlk	2024-02-17 02:29:35	’இலங்கை பின்னோக்கிச் செல்கிறது’	4	7223493f	1708117175.0	ta	https://www.tamilmirror.lk/செய்திகள்/இலங்கை-பின்னோக்கிச்-செல்கிறது/175-333334
tamilmirrorlk	2024-02-17 02:22:33	தங்க ஆபரணங்களை திருடிய இளைஞர் கைது	4	cb6b242b	1708116753.0	ta	https://www.tamilmirror.lk/செய்திகள்/தங்க-ஆபரணங்களை-திருடிய-இளைஞர்-கைது/175-333333
dailyftlk	2024-02-17 02:11:42	SL-Russia set to enhance transport cooperation via MoU	5	7ffa0f8b	1708116102.0	en	https://www.ft.lk/news/SL-Russia-set-to-enhance-transport-cooperation-via-MoU/56-758576
tamilmirrorlk	2024-02-17 02:10:28	மாணவர்கள் இருவர் கடலில் மூழ்கி மாயம்	3	d992f176	1708116028.0	ta	https://www.tamilmirror.lk/செய்திகள்/மாணவர்கள்-இருவர்-கடலில்-மூழ்கி-மாயம்/175-333332
dailymirrorlk	2024-02-17 01:38:00	Upali Wijewardene, Free Trade Zone and “The Island”	29	553fadb6	1708114080.0	en	https://www.dailymirror.lk/opinion/Upali-Wijewardene-Free-Trade-Zone-and-The-Island/172-277224
virakesarilk	2024-02-17 01:10:00	இலங்கைக்கு கடத்துவதற்காக பதுக்கி வைக்கப்பட்டிருந்த 250 கிலோ பதப்படுத்தப்பட்ட கடல் அட்டைகள் ஆற்றங்கரை அருகே பறிமுதல்: ஒருவர் கைது	7	f068145b	1708112400.0	ta	https://www.virakesari.lk/article/176585
virakesarilk	2024-02-17 00:57:00	சுகாதார அமைச்சர் மட்டக்களப்பு போதனா வைத்தியசாலைக்கு விஜயம்	4	b9afacd4	1708111620.0	ta	https://www.virakesari.lk/article/176584
virakesarilk	2024-02-17 00:45:00	வவுனியா - வீரபுரம் பகுதியில் கிணற்றிலிருந்து இளம் குடும்பஸ்தரின் சடலம் மீட்பு	5	db698307	1708110900.0	ta	https://www.virakesari.lk/article/176583
dailymirrorlk	2024-02-17 00:15:00	Rocking the Cradle while Pinching the Baby	19	cdf6bb04	1708109100.0	en	https://www.dailymirror.lk/opinion/Rocking-the-Cradle-while-Pinching-the-Baby/172-277214
dailymirrorlk	2024-02-17 00:12:00	The Health Sector and a Nation held to Ransom	16	a9fbebb1	1708108920.0	en	https://www.dailymirror.lk/opinion/The-Health-Sector-and-a-Nation-held-to-Ransom/172-277213
virakesarilk	2024-02-17 00:05:00	வவுனியாவில் 06 குளங்களுக்கு 235,000 இறால் குஞ்சு விடும் நிகழ்வு	4	923263bb	1708108500.0	ta	https://www.virakesari.lk/article/176582
adaderanalk	2024-02-16 23:58:00	Beliatta mass shooting: Police seek public assistance to arrest 3 suspects	5	7fd7cf9f	1708108080.0	en	https://www.adaderana.lk/news/97336/beliatta-mass-shooting-police-seek-public-assistance-to-arrest-3-suspects
dailymirrorlk	2024-02-16 23:58:00	'Pansale Dansala'	1	be28d063	1708108080.0	en	https://www.dailymirror.lk/caption-story/Pansale-Dansala/110-277177
adaderanalk	2024-02-16 23:23:00	Body of missing 10-year-old recovered; suspect confesses to rape, murder	7	94496ed6	1708105980.0	en	https://www.adaderana.lk/news/97335/body-of-missing-10-year-old-recovered-suspect-confesses-to-rape-murder
virakesarilk	2024-02-16 22:55:00	அதிக டெங்கு நோயாளர்கள் உள்ள மாவட்டங்களாக யாழ்ப்பாணம், கொழும்பு மற்றும் கம்பஹா மாவட்டங்கள் தெரிவு	7	e833ad04	1708104300.0	ta	https://www.virakesari.lk/article/176581
virakesarilk	2024-02-16 22:40:00	கடுவெல நீதிமன்றத்தில் சிறையிலிருந்து அழைத்துவரப்பட்ட இரு குழுக்களுக்கிடையில் வாக்குவாதம்	5	351d7a1e	1708103400.0	ta	https://www.virakesari.lk/article/176579
virakesarilk	2024-02-16 22:28:00	இந்திய உயர்ஸ்தானிகர் சந்தோஷ் ஜா யாழ் விஜயம்	3	f579be0a	1708102680.0	ta	https://www.virakesari.lk/article/176580
dailymirrorlk	2024-02-16 22:21:00	Police release photos of three Beliatta shooting suspects	6	fa417205	1708102260.0	en	https://www.dailymirror.lk/breaking-news/Police-release-photos-of-three-Beliatta-shooting-suspects/108-277206
adaderanasinhalalk	2024-02-16 22:13:00	පංච පුද්ගල ඝාතන සිද්ධියේ සැකකරුවන් තිදෙනෙකුගේ විස්තර එළියට	5	864893c0	1708101780.0	si	http://sinhala.adaderana.lk/news/193484
tamilmirrorlk	2024-02-16 22:07:48	யாழ் இசை நிகழ்வுகள் குறித்து அமைச்சர் அதிரடி	3	0a1e6547	1708101468.0	ta	https://www.tamilmirror.lk/யாழ்ப்பாணம்/யாழ்-இசை-நிகழ்வுகள்-குறித்து-அமைச்சர்-அதிரடி/71-333331
dailymirrorlk	2024-02-16 22:06:00	27 students injured after being attacked by wasps in Mawanella	5	7b15e768	1708101360.0	en	https://www.dailymirror.lk/breaking-news/27-students-injured-after-being-attacked-by-wasps-in-Mawanella/108-277188
virakesarilk	2024-02-16 22:04:00	சிற்றூழிர்களால் சிறைப்பிடிக்கப்பட்ட கொழும்பு தேசிய வைத்தியசாலையின் பிரதிப் பணிப்பாளர் விடுவிப்பு	5	f9bfcc9b	1708101240.0	ta	https://www.virakesari.lk/article/176578
adalk	2024-02-16 21:58:55	මුහුදු මහා විහාරය ඇතුළු ඓතිහාසික සිද්ධස්ථාන 11ක් පූජා භූමි ලෙස නම් කෙරේ	11	8fb96126	1708100935.0	si	https://www.ada.lk/breaking_news/මුහුදු-මහා-විහාරය-ඇතුළු-ඓතිහාසික-සිද්ධස්ථාන-11ක්-පූජා-භූමි-ලෙස-නම්-කෙරේ/11-408131
adaderanalk	2024-02-16 21:48:00	Several historical shrines designated as sacred sites	20	d9ca223c	1708100280.0	en	https://www.adaderana.lk/news/97334/several-historical-shrines-designated-as-sacred-sites
dailymirrorlk	2024-02-16 21:41:00	Quetta Gladiators await NOC for Hasaranga for PSL 9	4	3f7ddca7	1708099860.0	en	https://www.dailymirror.lk/breaking-news/Quetta-Gladiators-await-NOC-for-Hasaranga-for-PSL-9/108-277204
adaderanasinhalalk	2024-02-16 21:26:00	පානදුර - රත්නපුර ප්‍රධාන මාර්ගයේ රථවාහන ධාවනය සීමාකෙරේ	5	1baa4c77	1708098960.0	si	http://sinhala.adaderana.lk/news/193483
adalk	2024-02-16 21:18:23	රේගුව අකුරට වැඩ කිරීම නවත්වයි	4	ea19fd9e	1708098503.0	si	https://www.ada.lk/breaking_news/රේගුව-අකුරට-වැඩ-කිරීම-නවත්වයි/11-408130
adaderanasinhalalk	2024-02-16 21:11:00	පොලිස් කූඩුවේ සිටි දෙදෙනාට වස දුන් හැටි හෙළිවෙයි	17	f37882b3	1708098060.0	si	http://sinhala.adaderana.lk/news/193482
adaderanalk	2024-02-16 20:54:00	Climate change fuelling domestic violence against women in Sri Lanka - report	8	57c7d3a5	1708097040.0	en	https://www.adaderana.lk/news/97333/climate-change-fuelling-domestic-violence-against-women-in-sri-lanka-report
islandlk	2024-02-16 20:49:00	Bourse turns positive in the wake of CBSL’s February 2024, Monetary Policy Report release	9	11faf171	1708096740.0	en	http://island.lk/bourse-turns-positive-in-the-wake-of-cbsls-february-2024-monetary-policy-report-release/
dailymirrorlk	2024-02-16 20:47:00	Two Iranian Navy ships in Colombo	5	1ac79ac2	1708096620.0	en	https://www.dailymirror.lk/breaking-news/Two-Iranian-Navy-ships-in-Colombo/108-277187
islandlk	2024-02-16 20:31:00	TikTok ignites love and creative expression on #ValentinesDay	9	90337589	1708095660.0	en	http://island.lk/tiktok-ignites-love-and-creative-expression-on-valentinesday/
islandlk	2024-02-16 20:30:00	British Council launches Youth-Led Green and Inclusive Initiatives in Businesses project in Sri Lanka	14	5637033b	1708095600.0	en	http://island.lk/british-council-launches-youth-led-green-and-inclusive-initiatives-in-businesses-project-in-sri-lanka/
virakesarilk	2024-02-16 20:25:00	கிளிநொச்சி பரந்தன் வீதியில் விபத்து : எருமை மாடுகளுடன் மோதிய பேருந்து	3	b531d67b	1708095300.0	ta	https://www.virakesari.lk/article/176574
virakesarilk	2024-02-16 20:22:00	கிழக்குப் பல்கலைக்கழக மாணவர் ஒன்றியத்தினர் ஆர்ப்பாட்டம்!	2	6b5f8db0	1708095120.0	ta	https://www.virakesari.lk/article/176575
adaderanasinhalalk	2024-02-16 20:19:00	බීමත් පාපතරයා කළ අපරාධය	12	63ed487a	1708094940.0	si	http://sinhala.adaderana.lk/news/193481
virakesarilk	2024-02-16 20:07:00	வாரியப்பொலவில் வீதியை விட்டு விலகி மரத்துடன் மோதிய வேன் : 12 பேர் காயம்	2	dae83521	1708094220.0	ta	https://www.virakesari.lk/article/176577
adaderanasinhalalk	2024-02-16 20:03:00	කෙහෙළිය ගේ රෝගී තත්ත්වය ගැන විමර්ශනයක් ඉල්ලා අධිකරණයට මෝසමක්	17	00690ce2	1708093980.0	si	http://sinhala.adaderana.lk/news/193480
virakesarilk	2024-02-16 19:58:00	மக்கள் பிரதிநிதிகளை தூற்றுவதால் மாத்திரம் நாட்டை முன்கொண்டு செல்ல முடியாது -  ஜகத் குமார சுமித்ராராச்சி	9	d04e28c9	1708093680.0	ta	https://www.virakesari.lk/article/176576
adaderanasinhalalk	2024-02-16 19:56:00	බාලවයස්කාර දැරිය ට අතවර කළ තිදෙනා	3	4af18ce6	1708093560.0	si	http://sinhala.adaderana.lk/news/193479
