newspaper_id	time_str	original_title	n_original_body_lines	hash	time_ut	original_lang	url
bbccomsinhala	2023-12-05 03:59:28	SriLankan Airlines: ‘ශ්‍රී ලංකාවට ආදරෙයි.නමුත් ගුවන් සේවය ඒ අත්දැකීම විනාශ කළා’	75	8416ee9c	1701728968.0	si	https://www.bbc.com/sinhala/articles/c88dnlp3zweo
bbccomsinhala	2023-12-05 02:32:26	'ගෑනු කට්ටිය වැඩ කරනවා කියලා හැමෝම පුදුමෙන් බලන්නේ'	5	210bb5de	1701723746.0	si	https://www.bbc.com/sinhala/articles/cv2z7knyldqo
dailyftlk	2023-12-05 00:54:02	G.L. accuses President of undermining independent commissions	5	762b48a4	1701717842.0	en	https://www.ft.lk/news/G-L-accuses-President-of-undermining-independent-commissions/56-755955
dailyftlk	2023-12-05 00:53:16	Immunoglobulin scam suspects further remanded	7	194e0e40	1701717796.0	en	https://www.ft.lk/news/Immunoglobulin-scam-suspects-further-remanded/56-755954
dailyftlk	2023-12-05 00:52:09	French Development Agency consolidates presence in Sri Lanka	12	b3878287	1701717729.0	en	https://www.ft.lk/news/French-Development-Agency-consolidates-presence-in-Sri-Lanka/56-755953
dailyftlk	2023-12-05 00:50:26	Sanasa holds National Conference	4	30d300a8	1701717626.0	en	https://www.ft.lk/news/Sanasa-holds-National-Conference/56-755952
dailyftlk	2023-12-05 00:49:27	Sling Mobility, USAID collaborate to propel sustainable e-mobility, clean energy	11	6ff6aa8e	1701717567.0	en	https://www.ft.lk/business/Sling-Mobility-USAID-collaborate-to-propel-sustainable-e-mobility-clean-energy/34-755951
adaderanalk	2023-12-05 00:17:00	New legislation for regulation of microfinance institutions in Sri Lanka – Justice Minister	14	ad2fddb6	1701715620.0	en	https://www.adaderana.lk/news/95392/new-legislation-for-regulation-of-microfinance-institutions-in-sri-lanka-justice-minister
dailyftlk	2023-12-05 00:01:47	Three capabilities leaders must develop	45	7ee6e39d	1701714707.0	en	https://www.ft.lk/columns/Three-capabilities-leaders-must-develop/4-755945
islandlk	2023-12-04 23:54:00	Big scene for Manilal	11	a39c38ab	1701714240.0	en	http://island.lk/big-scene-for-manilal/
islandlk	2023-12-04 23:33:00	ICC achieves latest milestone of The Residencies Kotte by unveiling model apartment	7	cd1df0d7	1701712980.0	en	http://island.lk/icc-achieves-latest-milestone-of-the-residencies-kotte-by-unveiling-model-apartment/
islandlk	2023-12-04 23:30:00	CameraLK captures Jaffna with the grand opening of its newest branch	10	1b7edda4	1701712800.0	en	http://island.lk/cameralk-captures-jaffna-with-the-grand-opening-of-its-newest-branch/
islandlk	2023-12-04 23:29:00	Liquid Island clinches Gold at National Industry Excellence Awards 2023	5	37429e75	1701712740.0	en	http://island.lk/liquid-island-clinches-gold-at-national-industry-excellence-awards-2023/
islandlk	2023-12-04 23:27:00	LKI- EU conference on ‘Biodiversity beyond National Jurisdiction Agreement’	9	6fa8aa9a	1701712620.0	en	http://island.lk/lki-eu-conference-on-biodiversity-beyond-national-jurisdiction-agreement/
islandlk	2023-12-04 23:26:00	Huge untapped potential in SL-Viet Nam ties underscored	11	4b59c51f	1701712560.0	en	http://island.lk/huge-untapped-potential-in-sl-viet-nam-ties-underscored/
islandlk	2023-12-04 23:25:00	Vallibel One records a net profit of Rs. 4.47 Bn during Q2	8	7de7c389	1701712500.0	en	http://island.lk/vallibel-one-records-a-net-profit-of-rs-4-47-bn-during-q2/
islandlk	2023-12-04 23:22:00	Weak demand for consumer electronics expected to continue for another 12-18 months	17	6d708b8b	1701712320.0	en	http://island.lk/weak-demand-for-consumer-electronics-expected-to-continue-for-another-12-18-months/
dailyftlk	2023-12-04 22:59:53	Why the Central Bank Act should not be amended as the Nicholases suggest	33	d7012587	1701710993.0	en	https://www.ft.lk/columns/Why-the-Central-Bank-Act-should-not-be-amended-as-the-Nicholases-suggest/4-755926
dailyftlk	2023-12-04 22:53:40	Construction industry and Budget 2024	7	0df0e4bf	1701710620.0	en	https://www.ft.lk/columns/Construction-industry-and-Budget-2024/4-755925
dailyftlk	2023-12-04 22:52:00	Soil and water – Asia-Pacific’s bread and butter	13	4be3f6a3	1701710520.0	en	https://www.ft.lk/columns/Soil-and-water-Asia-Pacific-s-bread-and-butter/4-755924
adaderanalk	2023-12-04 22:42:00	Proposals to reduce school grades from 13 to 12	11	e6a5bf1a	1701709920.0	en	https://www.adaderana.lk/news/95391/proposals-to-reduce-school-grades-from-13-to-12-
tamilmirrorlk	2023-12-04 22:29:11	7 மாவட்டங்களுக்கு அபாய எச்சரிக்கை	3	38c0b778	1701709151.0	ta	https://www.tamilmirror.lk/செய்திகள்/7-மாவட்டங்களுக்கு-அபாய-எச்சரிக்கை/175-329175
virakesarilk	2023-12-04 22:13:00	துஷ்பிரயோகத்துக்குள்ளாகும்  சிறுவர்களின் உரிமைகள் பாதுகாக்கப்படுவதை நீதித்துறை உறுதி செய்ய வேண்டும் - சஜித்	9	0d4ec6b6	1701708180.0	ta	https://www.virakesari.lk/article/170969
virakesarilk	2023-12-04 22:12:00	இராணுவத்தின் பங்களிப்புடன் வடக்கு, கிழக்கில் போதைப்பொருள் விநியோகம் - கஜேந்திரகுமார்	13	7b7ee77b	1701708120.0	ta	https://www.virakesari.lk/article/170970
adaderanalk	2023-12-04 22:11:00	Court informed about plot to assassinate Shani Abeysekera	8	6b1bab28	1701708060.0	en	https://www.adaderana.lk/news/95390/court-informed-about-plot-to-assassinate-shani-abeysekera
virakesarilk	2023-12-04 22:11:00	நுண்நிதி நிறுவனங்களை கண்காணிப்பதற்கான புதிய சட்டமூலம் கொண்டு வரப்படும் - விஜயதாச ராஜபக்ஷ	12	fb28593d	1701708060.0	ta	https://www.virakesari.lk/article/170971
virakesarilk	2023-12-04 22:10:00	ஜனாதிபதிக்கும் அமெரிக்க ஜனாதிபதியின் காலநிலை மாற்றம் தொடர்பான விசேட பிரதிநிதிக்கும் இடையில் சந்திப்பு	4	e1f3b147	1701708000.0	ta	https://www.virakesari.lk/article/170972
virakesarilk	2023-12-04 22:09:00	தேசிய நல்லிணக்கத்துக்கு பாதகமான முறையில் அதிகரிக்கும் நம்பகத்தன்மை இடைவெளி	1	56ba6a1f	1701707940.0	ta	https://www.virakesari.lk/article/170973
virakesarilk	2023-12-04 22:08:00	ரிசுதன், சாருதன், அகிலத்த திருநாயகி ஆகியோரை கௌரவித்து, திறமைகளை மேம்படுத்த ஒத்துழைப்பு வழங்குங்கள் - சாணக்கியன்	13	a8b7828c	1701707880.0	ta	https://www.virakesari.lk/article/170974
virakesarilk	2023-12-04 22:03:00	குற்றச்சாட்டுகள், விமர்சனங்களுடன் பதில் பொலிஸ்மா அதிபராகிய தென்னக்கோன்…! அவருக்கு ஆதரவாக செயற்படும் கரங்கள் யாருடையவை ?	2	eb040762	1701707580.0	ta	https://www.virakesari.lk/article/170975
virakesarilk	2023-12-04 22:01:00	ஜனாதிபதி மற்றும் சத்குரு ஆகியோர் சந்திப்பு	1	ee6728ea	1701707460.0	ta	https://www.virakesari.lk/article/170976
tamilmirrorlk	2023-12-04 21:49:11	தெல்லிப்பழையில் பதற்றம்; பொலிஸார் துப்பாக்கிச்சூடு	3	59011d6f	1701706751.0	ta	https://www.tamilmirror.lk/செய்திகள்/தெல்லிப்பழையில்-பதற்றம்-பொலிஸார்-துப்பாக்கிச்சூடு/175-329174
adaderanalk	2023-12-04 21:34:00	President Ranil and John Kerry discuss collaborative climate initiative	6	d4e93e54	1701705840.0	en	https://www.adaderana.lk/news/95389/president-ranil-and-john-kerry-discuss-collaborative-climate-initiative
tamilmirrorlk	2023-12-04 20:30:58	“இந்த வாரம் நடவடிக்கை எடுக்கப்படும்” ஹரின்	2	281ca740	1701702058.0	ta	https://www.tamilmirror.lk/செய்திகள்/இந்த-வாரம்-நடவடிக்கை-எடுக்கப்படும்-ஹரின்/175-329173
adalk	2023-12-04 20:13:58	එකම දිනයක එකම ආකාරයට ගම්පොළදී හමුදා සාමාජිකයන් දෙදෙනෙක් දිවි හානිකරගෙන	6	e3736874	1701701038.0	si	https://www.ada.lk/breaking_news/එකම-දිනයක-එකම-ආකාරයට-ගම්පොළදී-හමුදා-සාමාජිකයන්-දෙදෙනෙක්-දිවි-හානිකරගෙන/11-406968
adalk	2023-12-04 20:07:21	ක්‍රිකට් තහනම ඉවත් කිරීම ගැන නව ක්‍රීඩා ඇමතිගෙන් ප්‍රකාශයක්	9	662724b1	1701700641.0	si	https://www.ada.lk/sports/ක්‍රිකට්-තහනම-ඉවත්-කිරීම-ගැන-නව-ක්‍රීඩා-ඇමතිගෙන්-ප්‍රකාශයක්/9-406967
adalk	2023-12-04 20:00:28	ජාතික ක්‍රීඩා කවුන්සිලයේ නව සභාපති මයියා ගුණසේකර	2	d6e0d775	1701700228.0	si	https://www.ada.lk/sports/ජාතික-ක්‍රීඩා-කවුන්සිලයේ-නව-සභාපති-මයියා-ගුණසේකර/9-406966
adalk	2023-12-04 19:46:36	මිල්කෝ ආයතනයේ අඹේවෙල කර්මාන්තශාලාවට යැවූ ඉන්ධන බහිරවයා ගිලලා	9	2c273c11	1701699396.0	si	https://www.ada.lk/breaking_news/මිල්කෝ-ආයතනයේ-අඹේවෙල-කර්මාන්තශාලාවට-යැවූ-ඉන්ධන-බහිරවයා-ගිලලා/11-406965
adalk	2023-12-04 19:40:24	දින 4ට ඩෙංගු රෝගීන් 999ක්	7	2a3bd1e5	1701699024.0	si	https://www.ada.lk/breaking_news/දින-4ට-ඩෙංගු-රෝගීන්-999ක්/11-406964
adalk	2023-12-04 19:34:45	වසර තුනක් තිස්සේ සාමණේර හිමිනමට බරපතල ලිංගික අපයෝජනය කරලා	4	c2aa1a64	1701698685.0	si	https://www.ada.lk/breaking_news/වසර-තුනක්-තිස්සේ-සාමණේර-හිමිනමට-බරපතල-ලිංගික-අපයෝජනය-කරලා/11-406963
adalk	2023-12-04 19:24:08	නව ක්‍රිකට් තේරීම් කමිටු සභාපති උපුල් තරංග	1	192d6ed6	1701698048.0	si	https://www.ada.lk/sports/නව-ක්‍රිකට්-තේරීම්-කමිටු-සභාපති-උපුල්-තරංග/9-406962
adaderanalk	2023-12-04 19:19:00	Sports Minister hopeful ICC’s suspension on Sri Lanka will be lifted soon	5	54caa734	1701697740.0	en	https://www.adaderana.lk/news/95388/sports-minister-hopeful-iccs-suspension-on-sri-lanka-will-be-lifted-soon
adaderanalk	2023-12-04 19:19:00	Harin hopeful ICC’s suspension on Sri Lanka will be lifted soon	5	d2f4e42d	1701697740.0	en	https://www.adaderana.lk/news/95388/harin-hopeful-iccs-suspension-on-sri-lanka-will-be-lifted-soon
adalk	2023-12-04 19:14:33	ක්ෂුද්‍ර මූල්‍ය ආයතන නියාමනය සඳහා නව පනතක් ගෙන එනවා	11	e5e04028	1701697473.0	si	https://www.ada.lk/breaking_news/ක්ෂුද්‍ර-මූල්‍ය-ආයතන-නියාමනය-සඳහා-නව-පනතක්-ගෙන-එනවා/11-406961
tamilmirrorlk	2023-12-04 19:13:59	“ஷானியை படுகொலைச் செய்ய சூழ்ச்சி”	6	6135528c	1701697439.0	ta	https://www.tamilmirror.lk/செய்திகள்/ஷானியை-படுகொலைச்-செய்ய-சூழ்ச்சி/175-329160
virakesarilk	2023-12-04 18:54:00	பாலியல் கல்வி முறைமை அமுல்படுத்தப்பட வேண்டும் - அமைச்சர் ஜீவன் வலியுறுத்தல்	6	60ccff31	1701696240.0	ta	https://www.virakesari.lk/article/170967
virakesarilk	2023-12-04 18:54:00	கடன் கிடைத்தாலும் மறுசீரமைப்பில் சிக்கல் ஏற்பட வாய்ப்புண்டு - ஐக்கிய மக்கள் சக்தி	13	b04bca1e	1701696240.0	ta	https://www.virakesari.lk/article/170968
virakesarilk	2023-12-04 18:53:00	சட்டவாக்கத்துறை கோழைத்தனமாகியுள்ளது; 225 பேரில் 125 பேர் தோல்வியடைவார்கள் - ரொஷான் ரணசிங்க	13	d84e6cee	1701696180.0	ta	https://www.virakesari.lk/article/170966
virakesarilk	2023-12-04 18:52:00	மாவீரர் நிகழ்வில் சிறுவர்களை போராளிகளாக காட்சிப்படுத்தியமை வெறுக்கத்தக்கது - பாதுகாப்பு இராஜாங்க அமைச்சர்	8	5e802644	1701696120.0	ta	https://www.virakesari.lk/article/170948
virakesarilk	2023-12-04 18:50:00	சிறுவர் பராமரிப்பு நிலையத்தில் உயிரிழந்த சிறுவனின் மரணம் தொடர்பில் கவலையடைகிறேன் - கீதா குமாரசிங்க	6	a809f75c	1701696000.0	ta	https://www.virakesari.lk/article/170951
adalk	2023-12-04 18:48:24	මත්පැන් බෝතලයක් සොරාගත් රුසියන් ජාතිකයෙක් අත්අඩංගුවට	4	0b781471	1701695904.0	si	https://www.ada.lk/breaking_news/මත්පැන්-බෝතලයක්-සොරාගත්-රුසියන්-ජාතිකයෙක්-අත්අඩංගුවට/11-406960
tamilmirrorlk	2023-12-04 18:44:13	களனி பல்கலைக்கழகம் மூடப்பட்டது	1	091186b3	1701695653.0	ta	https://www.tamilmirror.lk/செய்திகள்/களனி-பல்கலைக்கழகம்-மூடப்பட்டது/175-329159
adaderanalk	2023-12-04 18:42:00	New cricket selection committee headed by Upul Tharanga to be appointed	5	c4ddda06	1701695520.0	en	https://www.adaderana.lk/news/95387/new-cricket-selection-committee-headed-by-upul-tharanga-to-be-appointed
tamilmirrorlk	2023-12-04 18:28:17	பாராளுமன்றத்தில் நடந்த சுவாரஸ்ய சம்பவம்	3	1c4f50b1	1701694697.0	ta	https://www.tamilmirror.lk/செய்திகள்/பாராளுமன்றத்தில்-நடந்த-சுவாரஸ்ய-சம்பவம்/175-329158
virakesarilk	2023-12-04 18:26:00	ஆசிய பசிபிக் பிராந்திய பாராளுமன்ற உறுப்பினர்களுக்கான விசேட சர்வதேச மாநாடு	4	acba7818	1701694560.0	ta	https://www.virakesari.lk/article/170965
adalk	2023-12-04 18:25:23	කැළණිය විශ්වවිද්‍යාලය තාවකාලිකව වසයි	3	63ad0b8d	1701694523.0	si	https://www.ada.lk/breaking_news/කැළණිය-විශ්වවිද්‍යාලය-තාවකාලිකව-වසයි/11-406958
adalk	2023-12-04 18:20:44	CRIB යෙදුම වෙනස් කිරීමට අවධානය	7	6824c9ca	1701694244.0	si	https://www.ada.lk/breaking_news/CRIB-යෙදුම-වෙනස්-කිරීමට-අවධානය/11-406957
virakesarilk	2023-12-04 18:16:00	பிள்ளைகளின் நிர்வாண படங்களை விற்று உழைக்கும் நிலைக்கு சமூகம் தள்ளப்பட்டுள்ளது - ஹரிணி அமரசூரிய	10	a3c34209	1701693960.0	ta	https://www.virakesari.lk/article/170964
economynextcom	2023-12-04 18:12:00	Sri Lanka stocks close up as some investor interest returns	7	b27e9860	1701693720.0	en	https://economynext.com/sri-lanka-stocks-close-up-as-some-investor-interest-returns-142645/
adalk	2023-12-04 18:09:03	මන්ත්‍රී රොෂාන්ට එරෙහිව ක්‍රිකට් ආයතනයෙන් අල්ලස් කොමිසමට පැමිණිල්ලක්	2	09298ac4	1701693543.0	si	https://www.ada.lk/breaking_news/මන්ත්‍රී-රොෂාන්ට-එරෙහිව-ක්‍රිකට්-ආයතනයෙන්-අල්ලස්-කොමිසමට-පැමිණිල්ලක්/11-406956
tamilmirrorlk	2023-12-04 18:07:07	வெளிநாட்டு விவாகரத்து இனி இலங்கையில் செல்லுபடியாகும்	5	7243d66c	1701693427.0	ta	https://www.tamilmirror.lk/செய்திகள்/வெளிநாட்டு-விவாகரத்து-இனி-இலங்கையில்-செல்லுபடியாகும்/175-329157
newsfirstlk	2023-12-04 18:03:00	SLC files bribery complaint against ex-Sports Minister	10	21bd985d	1701693180.0	en	https://www.newsfirst.lk/2023/12/04/slc-files-bribery-complaint-against-ex-sports-minister/
tamilmirrorlk	2023-12-04 17:57:19	ரொஷானுக்கு எதிராக இலஞ்ச ஊழல் ஆணைக்குழுவில் முறைப்பாடு	3	4430e927	1701692839.0	ta	https://www.tamilmirror.lk/செய்திகள்/ரொஷானுக்கு-எதிராக-இலஞ்ச-ஊழல்-ஆணைக்குழுவில்-முறைப்பாடு/175-329156
newsfirstlk	2023-12-04 17:46:00	Understanding Sri Lanka’s Debt Restructuring position	38	45e846ba	1701692160.0	en	https://www.newsfirst.lk/2023/12/04/understanding-sri-lanka-s-debt-restructuring-position/
adaderanalk	2023-12-04 17:46:00	‘Red’ landslide warning issued for Pasbage Korale; Amber and Yellow early warnings for several areas	5	e0f9c142	1701692160.0	en	https://www.adaderana.lk/news/95386/red-landslide-warning-issued-for-pasbage-korale-amber-and-yellow-early-warnings-for-several-areas
economynextcom	2023-12-04 17:24:00	Sri Lanka rupee closes broadly steady at 328.10/30 to the US dollar	7	ad0462d6	1701690840.0	en	https://economynext.com/sri-lanka-rupee-closes-broadly-steady-at-328-10-30-to-the-us-dollar-142641/
virakesarilk	2023-12-04 17:20:00	தமிழ் இளைஞர்களை அழிக்கவே வடக்கில் போதைப்பொருள் வியாபாரம் தீவிரம் - வினோநோகராதலிங்கம்	19	26019f56	1701690600.0	ta	https://www.virakesari.lk/article/170943
virakesarilk	2023-12-04 17:18:00	5 இலட்சம் பேரின் மின் இணைப்பு துண்டிப்பு - எதிர்க்கட்சித் தலைவர்	10	ac3b7b7e	1701690480.0	ta	https://www.virakesari.lk/article/170926
adaderanalk	2023-12-04 17:10:00	Met. Dept. issues ‘red alert’ for strong winds and rough seas	7	eab6fa0e	1701690000.0	en	https://www.adaderana.lk/news/95385/met-dept-issues-red-alert-for-strong-winds-and-rough-seas
virakesarilk	2023-12-04 17:07:00	இஸ்ரேலின் தாக்குதல்கள் தொடர்கின்றது - இன்று காலை முதல் கொல்லப்பட்ட பலரின் உடல்கள் மருத்துவமனைக்கு வந்துள்ளன -காசா மருத்துவர்	5	c2343c91	1701689820.0	ta	https://www.virakesari.lk/article/170954
adaderanalk	2023-12-04 16:59:00	SLC files complaint with Bribery Commission against ex-Sports Minister	6	e3ba9c3c	1701689340.0	en	https://www.adaderana.lk/news/95384/slc-files-complaint-with-bribery-commission-against-ex-sports-minister
tamilmirrorlk	2023-12-04 16:48:40	பெண் காப்பாளருக்கு விளக்கமறியல் நீடிப்பு	2	bd8f2364	1701688720.0	ta	https://www.tamilmirror.lk/அம்பாறை/பெண்-காப்பாளருக்கு-விளக்கமறியல்-நீடிப்பு/74-329153
economynextcom	2023-12-04 16:21:00	Gov minister highlights abortion rights, sex-ed for children, and Sri Lanka men killing their women	14	dd7c9843	1701687060.0	en	https://economynext.com/gov-minister-highlights-abortion-rights-sex-ed-for-children-and-sri-lanka-men-killing-their-women-142598/
tamilmirrorlk	2023-12-04 16:16:17	களனி பல்கலைக்கழகம் காலவரையறையின்றி மூடப்பட்டது	2	6a48256e	1701686777.0	ta	https://www.tamilmirror.lk/செய்திகள்/களனி-பல்கலைக்கழகம்-காலவரையறையின்றி-மூடப்பட்டது/175-329145
tamilmirrorlk	2023-12-04 16:12:25	இலங்கை- இந்தியாவுக்கும் இடையே  எண்ணெய்க் குழாய் இணைப்பு	3	deec49e9	1701686545.0	ta	https://www.tamilmirror.lk/திருகோணமலை/இலங்கை-இந்தியாவுக்கும்-இடையே-எண்ணெய்க்-குழாய்-இணைப்பு/75-329144
virakesarilk	2023-12-04 16:11:00	களனி பல்கலைக்கழகத்தின் மருத்துவ பீடம் தவிர்ந்த ஏனைய பீடங்கள் மூடப்பட்டுள்ளன	2	9de6ded9	1701686460.0	ta	https://www.virakesari.lk/article/170945
newsfirstlk	2023-12-04 16:07:00	Probation Centre Warden charged over death of child in Kalmunai, further remanded.	12	5da6221a	1701686220.0	en	https://www.newsfirst.lk/2023/12/04/probation-centre-warden-charged-over-death-of-child-in-kalmunai-further-remanded/
adaderanalk	2023-12-04 15:54:00	Kelaniya University closed indefinitely	5	d1fa1511	1701685440.0	en	https://www.adaderana.lk/news/95383/kelaniya-university-closed-indefinitely
tamilmirrorlk	2023-12-04 15:50:00	அலெக்ஸின் வழக்கு 8ஆம் திகதி வரை ஒத்திவைப்பு	11	c9d34f36	1701685200.0	ta	https://www.tamilmirror.lk/செய்திகள்/அலெக்ஸின்-வழக்கு-8ஆம்-திகதி-வரை-ஒத்திவைப்பு/175-329136
adaderanalk	2023-12-04 15:47:00	Sri Lanka’s exports dropped by 14.6% in October	11	1d43ff17	1701685020.0	en	https://www.adaderana.lk/news/95382/sri-lankas-exports-dropped-by-146-in-october
economynextcom	2023-12-04 15:34:00	Sri Lanka merchandise exports down 14.6-pct in Oct 2023	6	88b43f77	1701684240.0	en	https://economynext.com/sri-lanka-merchandise-exports-down-14-6-pct-in-oct-2023-142548/
tamilmirrorlk	2023-12-04 15:25:47	“முடி உதிர்ந்தால் தன்னிடம் மருந்து உள்ளது”	3	5ddb25a1	1701683747.0	ta	https://www.tamilmirror.lk/செய்திகள்/முடி-உதிர்ந்தால்-தன்னிடம்-மருந்து-உள்ளது/175-329135
virakesarilk	2023-12-04 15:07:00	மகளிருக்கான 'மேஜர் கிளப்'  50 ஓவர்  கிரிக்கெட் ; இறுதிப்போட்டியில் விமானப்படை  அணியுடன் மோதும் இராணுவப் படை அணி	4	3be96684	1701682620.0	ta	https://www.virakesari.lk/article/170938
adaderanalk	2023-12-04 14:41:00	Harin appoints new National Sports Council	3	708eed1f	1701681060.0	en	https://www.adaderana.lk/news/95381/harin-appoints-new-national-sports-council
virakesarilk	2023-12-04 14:40:00	நீதியமைச்சரின் கருத்துக்கு நாளை பதிலளிப்பேன் - ரிஷாட் பதியுதீன்	3	e93e12d1	1701681000.0	ta	https://www.virakesari.lk/article/170935
virakesarilk	2023-12-04 14:38:00	இந்தோனேசியாவில் வெடித்துச் சிதறிய மெராபி எரிமலை ; 11 பேர் பலி	5	061d940d	1701680880.0	ta	https://www.virakesari.lk/article/170934
virakesarilk	2023-12-04 14:36:00	வெருகலில் மனித உரிமைகள் தினம் அனுஷ்டிப்பு..!	2	7f4d50ab	1701680760.0	ta	https://www.virakesari.lk/article/170932
economynextcom	2023-12-04 14:35:00	Sri Lanka health sector to receive WHO assistance	5	1da49393	1701680700.0	en	https://economynext.com/sri-lanka-health-sector-to-receive-who-assistance-142515/
virakesarilk	2023-12-04 14:32:00	சிறிமா  -  சாஸ்திரி ஒப்பந்தம் மூலம்  பலவந்தமாக நாடு கடத்தப்பட்ட இந்திய வம்சாவளி மலையகத் தமிழர்கள் மீண்டும் நாடு திரும்ப வேண்டும்  என்பதே எனது கோரிக்கையாகும் – அமைச்சர் ஜீவன்	6	8dae77d9	1701680520.0	ta	https://www.virakesari.lk/article/170929
adalk	2023-12-04 14:11:47	හිටපු කොමාන්ඩෝ සෙබලා වහලයෙන් වැටී මරුට	6	62c86036	1701679307.0	si	https://www.ada.lk/breaking_news/හිටපු-කොමාන්ඩෝ-සෙබලා-වහලයෙන්-වැටී-මරුට/11-406955
